I2,b1,tau,V_wait,Action,q_star,V_final
-38,3,5.0,1686.80,WAIT,0,1686.80
-38,4,5.0,1701.80,WAIT,0,1701.80
-38,5,5.0,1716.80,WAIT,0,1716.80
-38,6,5.0,1731.80,WAIT,0,1731.80
-38,7,5.0,1746.80,WAIT,0,1746.80
-38,8,5.0,1761.80,WAIT,0,1761.80
-38,9,5.0,1776.80,WAIT,0,1776.80
-38,10,5.0,1791.80,WAIT,0,1791.80
-38,11,5.0,1806.80,WAIT,0,1806.80
-38,12,5.0,1821.80,WAIT,0,1821.80
-38,13,5.0,1836.80,WAIT,0,1836.80
-38,14,5.0,1851.80,WAIT,0,1851.80
-38,15,5.0,1866.80,WAIT,0,1866.80
-38,16,5.0,1881.80,WAIT,0,1881.80
-38,17,5.0,1896.80,WAIT,0,1896.80
-38,18,5.0,1911.80,WAIT,0,1911.80
-38,19,5.0,1926.80,WAIT,0,1926.80
-37,0,5.0,1604.60,WAIT,0,1604.60
-37,1,5.0,1619.60,WAIT,0,1619.60
-37,2,5.0,1634.60,WAIT,0,1634.60
-37,3,5.0,1649.60,WAIT,0,1649.60
-37,4,5.0,1664.60,WAIT,0,1664.60
-37,5,5.0,1679.60,WAIT,0,1679.60
-37,6,5.0,1694.60,WAIT,0,1694.60
-37,7,5.0,1709.60,WAIT,0,1709.60
-37,8,5.0,1724.60,WAIT,0,1724.60
-37,9,5.0,1739.60,WAIT,0,1739.60
-37,10,5.0,1754.60,WAIT,0,1754.60
-37,11,5.0,1769.60,WAIT,0,1769.60
-37,12,5.0,1784.60,WAIT,0,1784.60
-37,13,5.0,1799.60,WAIT,0,1799.60
-37,14,5.0,1814.60,WAIT,0,1814.60
-37,15,5.0,1829.60,WAIT,0,1829.60
-37,16,5.0,1844.60,WAIT,0,1844.60
-37,17,5.0,1859.60,WAIT,0,1859.60
-37,18,5.0,1874.60,WAIT,0,1874.60
-37,19,5.0,1889.60,WAIT,0,1889.60
-36,0,5.0,1568.00,WAIT,0,1568.00
-36,1,5.0,1583.00,WAIT,0,1583.00
-36,2,5.0,1598.00,WAIT,0,1598.00
-36,3,5.0,1613.00,WAIT,0,1613.00
-36,4,5.0,1628.00,WAIT,0,1628.00
-36,5,5.0,1643.00,WAIT,0,1643.00
-36,6,5.0,1658.00,WAIT,0,1658.00
-36,7,5.0,1673.00,WAIT,0,1673.00
-36,8,5.0,1688.00,WAIT,0,1688.00
-36,9,5.0,1703.00,WAIT,0,1703.00
-36,10,5.0,1718.00,WAIT,0,1718.00
-36,11,5.0,1733.00,WAIT,0,1733.00
-36,12,5.0,1748.00,WAIT,0,1748.00
-36,13,5.0,1763.00,WAIT,0,1763.00
-36,14,5.0,1778.00,WAIT,0,1778.00
-36,15,5.0,1793.00,WAIT,0,1793.00
-36,16,5.0,1808.00,WAIT,0,1808.00
-36,17,5.0,1823.00,WAIT,0,1823.00
-36,18,5.0,1838.00,WAIT,0,1838.00
-36,19,5.0,1853.00,WAIT,0,1853.00
-35,0,5.0,1532.00,WAIT,0,1532.00
-35,1,5.0,1547.00,WAIT,0,1547.00
-35,2,5.0,1562.00,WAIT,0,1562.00
-35,3,5.0,1577.00,WAIT,0,1577.00
-35,4,5.0,1592.00,WAIT,0,1592.00
-35,5,5.0,1607.00,WAIT,0,1607.00
-35,6,5.0,1622.00,WAIT,0,1622.00
-35,7,5.0,1637.00,WAIT,0,1637.00
-35,8,5.0,1652.00,WAIT,0,1652.00
-35,9,5.0,1667.00,WAIT,0,1667.00
-35,10,5.0,1682.00,WAIT,0,1682.00
-35,11,5.0,1697.00,WAIT,0,1697.00
-35,12,5.0,1712.00,WAIT,0,1712.00
-35,13,5.0,1727.00,WAIT,0,1727.00
-35,14,5.0,1742.00,WAIT,0,1742.00
-35,15,5.0,1757.00,WAIT,0,1757.00
-35,16,5.0,1772.00,WAIT,0,1772.00
-35,17,5.0,1787.00,WAIT,0,1787.00
-35,18,5.0,1802.00,WAIT,0,1802.00
-35,19,5.0,1817.00,WAIT,0,1817.00
-34,0,5.0,1496.60,WAIT,0,1496.60
-34,1,5.0,1511.60,WAIT,0,1511.60
-34,2,5.0,1526.60,WAIT,0,1526.60
-34,3,5.0,1541.60,WAIT,0,1541.60
-34,4,5.0,1556.60,WAIT,0,1556.60
-34,5,5.0,1571.60,WAIT,0,1571.60
-34,6,5.0,1586.60,WAIT,0,1586.60
-34,7,5.0,1601.60,WAIT,0,1601.60
-34,8,5.0,1616.60,WAIT,0,1616.60
-34,9,5.0,1631.60,WAIT,0,1631.60
-34,10,5.0,1646.60,WAIT,0,1646.60
-34,11,5.0,1661.60,WAIT,0,1661.60
-34,12,5.0,1676.60,WAIT,0,1676.60
-34,13,5.0,1691.60,WAIT,0,1691.60
-34,14,5.0,1706.60,WAIT,0,1706.60
-34,15,5.0,1721.60,WAIT,0,1721.60
-34,16,5.0,1736.60,WAIT,0,1736.60
